"age","maritl","race","education","jobclass","health","health_ins","salary"
43,"Never Married","Black","Some College","Industrial","Good","Yes",82.6796372966372
44,"Married","White","HS Grad","Industrial","Good","Yes",79.8549003093467
32,"Never Married","White","College Grad","Industrial","Good","No",49.5553381215226
34,"Married","Asian","Advanced Degree","Information","Good","Yes",152.838800991182
36,"Married","Asian","College Grad","Information","Average","Yes",148.413159102577
51,"Married","White","non HS Grad","Industrial","Good","Yes",101.402052302992
42,"Married","White","Some College","Information","Average","No",95.6888119067371
60,"Married","White","Advanced Degree","Industrial","Average","Yes",118.884359339886
36,"Married","White","HS Grad","Industrial","Average","No",76.8936025176112
47,"Married","White","Some College","Industrial","Good","Yes",118.884359339886
60,"Married","White","Some College","Information","Average","Yes",138.299126920883
22,"Never Married","White","HS Grad","Industrial","Good","No",54.5981500331442
41,"Never Married","Black","HS Grad","Industrial","Good","No",65.1108537153447
56,"Divorced","White","College Grad","Industrial","Good","No",109.833985642199
44,"Married","White","HS Grad","Industrial","Good","Yes",73.7757432746946
49,"Married","White","College Grad","Industrial","Good","Yes",105.927810775063
45,"Married","White","College Grad","Information","Good","Yes",116.265324062503
25,"Never Married","White","Some College","Industrial","Good","No",94.0727147457005
52,"Married","White","Some College","Industrial","Average","Yes",118.884359339886
30,"Married","White","Advanced Degree","Information","Good","Yes",148.413159102577
29,"Married","White","HS Grad","Industrial","Good","No",104.921506533664
23,"Married","White","College Grad","Information","Good","Yes",79.8549003093467
48,"Divorced","White","HS Grad","Information","Good","Yes",108.874525834712
44,"Married","White","HS Grad","Information","Good","No",109.833985642199
62,"Married","White","College Grad","Industrial","Good","Yes",127.115743812184
33,"Married","White","Advanced Degree","Industrial","Good","Yes",151.591484239814
51,"Married","White","HS Grad","Information","Average","Yes",105.927810775063
36,"Married","White","Advanced Degree","Information","Good","No",200.543262324662
23,"Married","White","HS Grad","Industrial","Average","No",59.0970640815891
51,"Divorced","White","HS Grad","Industrial","Good","Yes",68.7480877337669
47,"Married","White","College Grad","Industrial","Good","Yes",176.989650489877
34,"Never Married","White","HS Grad","Information","Average","Yes",103.90247060316
34,"Married","White","HS Grad","Information","Good","Yes",82.6796372966372
43,"Married","White","Advanced Degree","Information","Average","Yes",200.543262324662
43,"Separated","White","Some College","Information","Good","Yes",101.82435207568
40,"Never Married","White","College Grad","Industrial","Average","Yes",163.515863976238
59,"Married","White","HS Grad","Information","Average","No",104.921506533664
53,"Married","White","HS Grad","Industrial","Good","No",109.833985642199
32,"Married","White","HS Grad","Information","Good","Yes",104.921506533664
48,"Married","White","HS Grad","Industrial","Good","Yes",107.903923866876
37,"Never Married","White","Advanced Degree","Information","Good","No",182.020620963512
20,"Never Married","Black","Some College","Information","Good","No",75.0431540173515
32,"Married","White","HS Grad","Information","Good","No",61.1875264339915
40,"Never Married","White","HS Grad","Industrial","Good","Yes",85.3839403789827
48,"Married","White","Some College","Information","Average","Yes",123.823733834101
43,"Married","White","College Grad","Information","Average","Yes",176.989650489877
56,"Married","Asian","Advanced Degree","Information","Good","Yes",118.884359339886
55,"Married","White","Advanced Degree","Information","Good","No",268.266292012557
38,"Never Married","White","HS Grad","Industrial","Average","Yes",89.4924795180001
52,"Married","White","HS Grad","Industrial","Average","Yes",92.8958447894966
40,"Married","White","Advanced Degree","Information","Average","No",127.115743812184
29,"Married","White","Advanced Degree","Information","Good","Yes",115.375038556391
45,"Married","White","College Grad","Information","Good","Yes",130.983694295002
39,"Married","Asian","non HS Grad","Industrial","Average","No",68.7480877337669
50,"Married","White","College Grad","Industrial","Good","Yes",182.020620963512
50,"Married","White","Advanced Degree","Information","Good","Yes",143.808556824369
57,"Married","Asian","Advanced Degree","Information","Good","Yes",134.705375118879
30,"Married","White","HS Grad","Industrial","Average","No",63.1888610037461
56,"Divorced","Black","Some College","Information","Good","Yes",75.3556793180091
43,"Married","Asian","Advanced Degree","Information","Good","Yes",176.990675361059
43,"Married","White","College Grad","Information","Good","Yes",104.921506533664
67,"Married","Black","Some College","Information","Average","Yes",123.089699847943
50,"Married","White","HS Grad","Information","Good","Yes",111.720849360989
49,"Married","White","Some College","Information","Good","Yes",111.720849360989
50,"Married","White","HS Grad","Industrial","Average","Yes",87.9810327856054
59,"Married","Black","College Grad","Information","Good","Yes",144.210761166057
51,"Married","White","Some College","Industrial","Good","Yes",117.146816914805
39,"Married","White","HS Grad","Industrial","Good","Yes",78.3924668009837
54,"Married","Black","Some College","Industrial","Average","Yes",99.6894636984864
55,"Married","White","Some College","Information","Good","Yes",123.089699847943
45,"Married","White","Some College","Industrial","Good","No",127.115743812184
54,"Married","White","Some College","Information","Good","Yes",139.00340805947
23,"Never Married","White","HS Grad","Industrial","Good","Yes",127.115743812184
74,"Widowed","Black","College Grad","Information","Average","No",70.4760196469445
52,"Married","White","HS Grad","Industrial","Good","No",109.833985642199
25,"Never Married","White","HS Grad","Industrial","Good","No",70.8150386167557
45,"Never Married","White","non HS Grad","Industrial","Good","No",70.4760196469445
37,"Married","White","Some College","Information","Good","Yes",176.989650489877
55,"Married","White","Some College","Industrial","Good","Yes",113.567089569751
25,"Never Married","White","non HS Grad","Industrial","Good","Yes",82.6796372966372
66,"Married","White","College Grad","Industrial","Good","Yes",148.413159102577
47,"Never Married","Black","College Grad","Information","Good","Yes",161.222495456794
36,"Married","Black","College Grad","Industrial","Good","Yes",127.115743812184
63,"Married","White","HS Grad","Information","Average","Yes",134.705375118879
44,"Married","White","College Grad","Industrial","Good","Yes",160.642475408263
37,"Married","White","Advanced Degree","Information","Good","Yes",267.901086855275
32,"Never Married","White","College Grad","Industrial","Good","Yes",104.921506533664
43,"Married","White","Some College","Information","Good","Yes",134.705375118879
37,"Married","White","College Grad","Information","Good","Yes",123.089699847943
26,"Never Married","White","HS Grad","Industrial","Good","No",66.9616443217359
39,"Married","White","Some College","Information","Good","Yes",91.6992261117042
45,"Married","White","Advanced Degree","Information","Good","Yes",160.642475408263
40,"Never Married","Black","College Grad","Industrial","Good","Yes",136.876367635184
51,"Married","White","Advanced Degree","Information","Good","Yes",153.457515308961
52,"Married","Black","HS Grad","Industrial","Good","No",61.1875264339915
43,"Married","White","HS Grad","Industrial","Good","Yes",65.1108537153447
52,"Married","White","College Grad","Industrial","Good","Yes",114.475713290347
50,"Never Married","White","Advanced Degree","Information","Good","Yes",182.020620963512
54,"Married","White","College Grad","Information","Good","No",114.475713290347
28,"Married","White","HS Grad","Industrial","Good","Yes",97.4932940453934
28,"Married","White","HS Grad","Industrial","Good","Yes",136.876367635184
26,"Never Married","Asian","College Grad","Information","Average","No",97.4932940453934
45,"Divorced","White","HS Grad","Industrial","Good","Yes",81.2832532842527
34,"Divorced","White","HS Grad","Information","Good","No",73.7757432746946
73,"Married","Black","HS Grad","Information","Average","Yes",118.884359339886
31,"Never Married","White","HS Grad","Industrial","Average","Yes",113.567089569751
29,"Never Married","White","Some College","Industrial","Good","Yes",90.4819133566401
40,"Married","White","Advanced Degree","Information","Good","Yes",160.642475408263
38,"Married","White","Advanced Degree","Information","Good","Yes",179.528092196451
42,"Married","White","Some College","Industrial","Good","Yes",147.766776237856
50,"Married","White","HS Grad","Information","Good","Yes",87.9810327856054
51,"Married","White","HS Grad","Industrial","Good","Yes",59.0328548279404
40,"Separated","White","HS Grad","Information","Good","Yes",107.316063157849
25,"Never Married","White","College Grad","Information","Good","No",49.5553381215226
47,"Divorced","White","College Grad","Industrial","Good","Yes",144.47808766541
27,"Married","White","Some College","Information","Good","Yes",81.2832532842527
53,"Divorced","White","College Grad","Industrial","Average","No",81.6352686511494
67,"Married","Black","non HS Grad","Information","Good","Yes",87.9810327856054
40,"Married","Asian","College Grad","Information","Average","Yes",130.982177377461
44,"Married","Black","College Grad","Industrial","Good","Yes",87.9810327856054
33,"Never Married","White","non HS Grad","Industrial","Good","No",81.2832532842527
29,"Never Married","White","Some College","Industrial","Good","Yes",89.2428846644714
32,"Never Married","White","Advanced Degree","Information","Good","Yes",114.113394510116
27,"Never Married","White","HS Grad","Information","Good","Yes",104.921506533664
40,"Married","White","HS Grad","Information","Good","Yes",112.6488963421
36,"Divorced","White","HS Grad","Information","Good","No",56.9055391446732
48,"Never Married","Black","HS Grad","Information","Good","Yes",87.9810327856054
56,"Married","White","Some College","Information","Good","Yes",118.884359339886
24,"Married","White","non HS Grad","Industrial","Good","No",127.115743812184
